season,year,crop_type,district,crop_yield,area,production,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,organic_matter,irrigation_type,rainfall_mm,avg_temperature,fertilizer_npk,organic_fertilizer,pesticide_usage,seed_quality,mechanization,farmer_experience
Zaid,2007,Millet,Raichur,0.07740146458251373,2767.016087,7027.79,6.33,153.3,10.0,120.2,1.44,1,282.3,33.6,102.2,16.5,1,0,0,15
Kharif,2007,Millet,Ramanagara,0.05506115708639005,2943.650574,7768.92,6.57,100.0,10.0,121.0,1.49,0,1289.4,26.9,158.0,12.2,1,0,0,1
Rabi,2007,Millet,Ramanagara,0.05769352569225326,2635.454238,6861.11,7.28,147.4,10.0,91.9,1.42,0,320.7,24.6,97.0,19.0,1,0,0,7
Zaid,2007,Millet,Ramanagara,0.05899105188806875,2776.442935,6945.93,7.06,106.6,12.8,123.0,2.32,0,255.4,29.5,78.2,10.7,0,0,0,2
Kharif,2007,Millet,Shivamogga,0.28515851480757903,2748.955164,7435.03,6.66,202.1,29.2,120.9,1.46,0,975.2,30.6,90.4,6.7,0,0,0,7
Rabi,2007,Millet,Shivamogga,0.3226927653078419,2671.381589,8335.24,6.37,156.7,22.4,80.2,1.54,1,508.6,27.0,88.0,38.2,0,0,0,7
Zaid,2007,Millet,Shivamogga,0.1716664485692931,2660.249674,7503.06,6.86,167.6,18.4,145.5,1.4,1,295.6,31.7,132.8,33.5,0,0,0,1
Kharif,2007,Millet,Tumakuru,0.1958669589004453,2963.35918,9133.19,6.98,147.5,21.9,115.3,1.55,0,669.7,30.1,103.1,30.1,0,0,0,9
Rabi,2007,Millet,Tumakuru,0.08691313627692115,2573.943974,5960.22,5.9,100.0,11.7,150.0,1.56,0,413.3,24.3,113.1,19.2,0,0,0,8
Zaid,2007,Millet,Tumakuru,0.21841138806243052,2520.205109,6468.19,6.56,181.7,20.6,118.1,1.68,0,200.0,28.1,63.4,20.5,1,0,0,17
Kharif,2007,Millet,Udupi,0.17306380584602013,2777.544918,7855.98,6.86,204.3,13.3,114.0,1.25,1,692.5,26.6,112.2,17.2,1,0,0,2
Rabi,2007,Millet,Udupi,0.10789206571220081,2947.340662,7285.29,6.4,143.1,10.0,125.3,2.14,0,512.0,23.7,97.8,16.1,1,0,0,6
Zaid,2007,Millet,Udupi,0.08181303580378782,2722.024565,7334.92,5.37,136.7,20.6,95.2,1.96,0,200.0,34.5,85.8,38.4,0,0,0,3
Kharif,2007,Millet,Uttara Kannada,0.06523628910971181,2945.289098,8232.25,6.15,130.2,10.0,110.4,1.61,0,1137.9,29.7,66.7,1.8,0,0,0,9
Rabi,2007,Millet,Uttara Kannada,0.07882636098009026,2707.007748,7362.41,5.67,100.0,12.4,92.6,2.2,1,434.2,25.6,78.3,22.9,1,0,0,3
Zaid,2007,Millet,Uttara Kannada,0.08221342115506476,2531.00337,6949.18,6.58,122.1,11.3,143.2,1.52,1,220.2,23.4,127.5,32.0,0,0,0,1
Kharif,2007,Millet,Vijayapura,0.1507611952173575,2558.559344,6630.56,6.54,186.2,17.5,121.7,1.56,0,856.1,23.4,97.1,5.1,0,0,0,6
Rabi,2007,Millet,Vijayapura,0.1596958964918732,2811.918079,7203.26,6.55,136.9,26.8,121.2,1.5,0,338.1,20.5,126.6,23.8,0,0,0,2
Zaid,2007,Millet,Vijayapura,0.15694718888651923,2581.01837,6325.94,6.12,110.9,31.4,97.0,1.81,1,382.7,30.9,130.9,19.6,1,0,0,5
Kharif,2007,Millet,Yadgir,0.06313109997259889,2708.527951,8070.74,5.93,110.7,12.9,84.9,1.75,0,803.1,25.3,103.2,34.1,0,0,0,10
Rabi,2007,Millet,Yadgir,0.16089200642158857,2893.264437,6790.3,6.56,147.3,20.5,132.8,2.07,0,412.7,20.5,50.0,47.3,0,0,0,2
Zaid,2007,Millet,Yadgir,0.10805505139674965,2842.479022,8628.77,7.4,152.1,20.1,87.5,1.65,0,290.8,30.9,109.2,32.6,0,0,0,7
Kharif,2007,Millet,Vijayanagara,0.15318638689720895,2672.384098,7599.42,7.97,182.4,26.2,80.0,1.1,1,954.0,22.0,50.0,24.7,1,0,0,9
Rabi,2007,Millet,Vijayanagara,0.12087362655791724,2641.266225,7683.33,6.61,166.3,10.2,142.7,1.76,1,309.5,19.8,93.0,10.6,0,0,0,15
Zaid,2007,Millet,Vijayanagara,0.1657150793778087,2690.912935,6702.98,6.0,131.8,28.5,119.0,2.05,0,384.1,36.2,96.1,15.7,1,0,0,1
Kharif,2007,Groundnut,Bagalkot,0.4398446324743118,2578.162377,7786.92,6.47,211.3,29.7,136.1,1.91,0,607.6,28.7,111.0,20.3,1,0,0,12
Rabi,2007,Groundnut,Bagalkot,0.06558338962570676,2795.998146,6782.02,6.16,131.9,14.1,145.9,1.53,0,390.1,16.9,99.7,38.1,0,0,0,11
Zaid,2007,Groundnut,Bagalkot,0.06273739990532838,2897.959674,7768.61,6.67,100.0,18.2,127.2,1.65,0,403.6,32.3,58.7,34.7,0,0,0,8
Kharif,2007,Groundnut,Ballari,0.17010561066704483,2810.779754,8862.55,7.38,100.0,43.7,117.5,1.67,1,911.8,30.0,117.3,34.6,1,0,0,6
Rabi,2007,Groundnut,Ballari,0.1138540028024429,2831.846887,7447.24,6.38,100.0,33.2,97.6,1.55,1,515.5,21.6,127.3,31.0,0,0,0,2
Zaid,2007,Groundnut,Ballari,0.13729841627094014,2762.97663,7501.25,5.86,147.8,27.7,117.7,1.7,1,290.9,32.7,98.9,53.4,1,0,0,7
Kharif,2007,Groundnut,Belagavi,0.0909830539549322,2620.012541,7320.77,6.62,100.0,34.7,90.9,2.12,1,1039.9,21.6,76.0,34.5,1,0,0,3
Rabi,2007,Groundnut,Belagavi,0.15931724624074436,2751.838344,7654.46,6.41,100.0,31.2,156.2,1.07,1,359.1,16.9,64.2,25.3,1,0,0,11
Zaid,2007,Groundnut,Belagavi,0.05465838404337625,2766.614783,7247.0,6.21,108.6,16.0,110.3,1.53,1,252.4,32.2,128.4,35.0,1,0,0,7
Kharif,2007,Groundnut,Bengaluru Rural,0.26967222199297985,2549.66123,7101.83,6.75,124.5,38.6,146.1,0.99,0,1063.9,26.6,74.7,51.1,1,0,0,14
Rabi,2007,Groundnut,Bengaluru Rural,0.18273557580035724,2686.63894,7450.75,6.66,132.9,35.3,124.9,1.82,1,303.6,20.6,147.7,10.9,1,0,0,8
Zaid,2007,Groundnut,Bengaluru Rural,0.18355874718898552,2693.359239,7311.49,6.5,123.9,31.8,169.5,1.72,0,292.7,30.5,141.9,13.9,0,0,0,9
Kharif,2007,Groundnut,Bengaluru Urban,0.18567813898527277,2629.447131,7033.85,6.54,125.2,39.3,116.3,1.51,0,374.9,23.4,106.9,17.0,0,0,0,10
Rabi,2007,Groundnut,Bengaluru Urban,0.04026629860804577,2775.580066,7282.34,6.28,114.3,10.0,113.9,1.82,0,298.1,24.5,99.4,23.5,0,0,0,5
Zaid,2007,Groundnut,Bengaluru Urban,0.08926155138035356,2925.925,8435.93,5.98,130.7,30.0,87.1,1.97,0,357.0,30.9,66.3,3.7,0,0,0,6
Kharif,2007,Groundnut,Bidar,0.0609835359782416,2903.098115,9002.64,6.39,116.4,10.7,124.9,1.84,1,491.9,30.6,111.5,45.0,0,0,0,2
Rabi,2007,Groundnut,Bidar,0.08174166876059323,2874.934503,6883.64,6.75,107.8,27.3,129.5,1.55,0,304.1,19.9,92.0,0.5,1,0,0,4
Zaid,2007,Groundnut,Bidar,0.0919745607682593,2679.908913,7326.97,6.67,123.1,20.8,122.6,1.85,0,220.5,29.9,97.4,31.0,0,0,0,11
Kharif,2007,Groundnut,Chamarajanagar,0.18251859540290385,2900.260164,8971.44,5.93,100.0,32.1,138.8,1.72,0,768.9,33.2,151.2,54.5,0,0,0,14
Rabi,2007,Groundnut,Chamarajanagar,0.08112663256347938,2650.325364,6202.06,6.91,100.0,22.6,139.2,1.18,0,377.0,22.7,97.1,41.9,1,0,0,15
Zaid,2007,Groundnut,Chamarajanagar,0.07648434202463998,2871.699457,7052.98,6.33,100.0,33.0,102.4,1.41,0,332.4,33.0,99.4,33.9,1,0,0,5
Kharif,2007,Groundnut,Chikkaballapur,0.14977297285533656,2683.959754,6912.98,6.87,124.2,24.6,134.6,1.53,1,986.3,26.7,141.1,26.3,0,0,0,5
Rabi,2007,Groundnut,Chikkaballapur,0.12569827487154886,2588.104834,6663.73,6.82,100.0,28.7,125.9,2.4,1,442.6,29.7,64.8,48.5,0,0,0,8
Zaid,2007,Groundnut,Chikkaballapur,0.10717937704381382,2800.635761,7289.0,6.24,181.7,14.0,95.2,0.97,1,533.5,29.7,84.7,6.8,0,0,0,11
Kharif,2007,Groundnut,Chikkamagaluru,0.1278670173233318,2686.416803,7921.47,6.82,100.0,29.3,114.8,2.11,1,906.4,28.4,111.3,40.9,1,0,0,6
Rabi,2007,Groundnut,Chikkamagaluru,0.07659564339925659,2621.933444,6502.46,6.05,120.3,32.4,85.1,1.55,0,228.8,21.5,60.8,7.7,0,0,0,7
Zaid,2007,Groundnut,Chikkamagaluru,0.07015717507098748,2753.237935,6563.86,6.95,100.0,22.8,95.2,1.55,0,408.5,27.2,54.0,9.6,0,0,0,12
Kharif,2007,Groundnut,Chitradurga,0.11948499954055507,2901.866803,7110.17,6.07,163.0,16.7,120.1,1.36,1,1017.2,24.8,93.0,20.9,0,0,0,12
Rabi,2007,Groundnut,Chitradurga,0.15617830556656545,2753.023709,8449.63,5.92,100.0,30.3,179.4,0.85,0,252.1,19.1,148.9,25.5,1,0,0,8
Zaid,2007,Groundnut,Chitradurga,0.06838261450665095,2858.531739,7555.02,6.93,140.1,16.5,135.6,1.77,0,273.1,30.6,83.6,35.6,1,0,0,1
Kharif,2007,Groundnut,Dakshina Kannada,0.1235062316664794,2801.068607,8293.17,6.51,100.0,30.6,107.6,1.54,0,1341.6,27.6,141.2,52.5,1,0,0,8
Rabi,2007,Groundnut,Dakshina Kannada,0.06051133224098432,2856.381258,6521.9,6.67,100.0,26.0,84.7,1.88,0,499.3,20.9,108.6,1.0,0,0,0,6
Zaid,2007,Groundnut,Dakshina Kannada,0.12821067969185485,2772.253587,6606.97,6.65,145.7,20.7,175.6,1.3,0,351.9,31.0,73.1,20.0,0,0,0,10
Kharif,2007,Groundnut,Davanagere,0.15681945027976368,2496.584836,7294.6,6.85,115.6,32.0,100.4,1.27,0,739.1,29.1,130.5,11.0,1,0,0,4
Rabi,2007,Groundnut,Davanagere,0.05902472983176,2553.914305,6415.66,6.4,100.0,24.8,92.8,2.22,0,243.3,21.5,87.3,28.8,1,0,0,10
Zaid,2007,Groundnut,Davanagere,0.15992918911935694,2944.925326,7780.02,6.05,141.9,31.1,159.6,1.59,0,385.8,36.9,89.7,33.8,0,0,0,3
Kharif,2007,Groundnut,Dharwad,0.08451663451105872,2894.582377,7884.57,6.88,100.0,28.0,111.7,1.62,0,1047.5,32.1,99.9,22.8,0,0,0,17
Rabi,2007,Groundnut,Dharwad,0.1911110652309946,2792.196291,8444.06,6.05,144.9,35.7,94.3,1.2,1,424.0,23.4,83.4,61.7,1,0,0,4
Zaid,2007,Groundnut,Dharwad,0.06054352719289875,2681.365978,7121.55,6.7,100.0,14.2,135.9,1.78,0,320.6,27.5,116.9,16.5,0,0,0,5
Kharif,2007,Groundnut,Gadag,0.1118223274228077,2753.899262,6844.6,6.1,100.0,28.0,128.4,1.29,1,839.5,22.2,154.3,14.9,1,0,0,3
Rabi,2007,Groundnut,Gadag,0.08144020728193352,2849.396159,6959.96,6.67,100.0,22.3,155.6,1.48,0,379.3,22.9,129.1,50.5,1,0,0,1
Zaid,2007,Groundnut,Gadag,0.07340673445947948,2816.715,7143.37,6.92,100.0,22.5,94.7,1.89,1,484.0,30.3,109.3,26.6,0,0,0,7
Kharif,2007,Groundnut,Hassan,0.15505112390537534,2767.299672,7538.57,6.94,141.6,26.9,124.1,1.56,0,788.9,22.7,159.9,37.7,0,0,0,1
Rabi,2007,Groundnut,Hassan,0.2726109661938667,2590.745497,7555.74,6.29,134.8,36.6,120.3,1.69,0,520.5,24.5,112.8,18.2,0,0,0,5
Zaid,2007,Groundnut,Hassan,0.062317331608593526,2806.958696,7755.14,5.67,124.0,19.4,114.2,1.63,0,287.2,30.1,75.5,52.3,0,0,0,1
Kharif,2007,Groundnut,Haveri,0.07623795289868256,2751.587213,7304.82,5.86,100.0,23.7,94.7,1.47,1,805.5,30.6,100.9,5.7,0,0,0,5
Rabi,2007,Groundnut,Haveri,0.18312320047961775,2733.300397,7404.24,6.98,156.6,18.3,156.1,1.56,0,600.3,19.4,100.4,44.8,1,0,0,12
Zaid,2007,Groundnut,Haveri,0.14524352408962748,2768.73087,7318.78,5.87,129.2,38.9,132.4,1.29,0,379.5,33.6,60.4,28.2,1,0,0,2
Kharif,2007,Groundnut,Kalaburagi,0.10459775105462107,2741.944262,9178.73,6.25,100.0,20.7,143.6,1.38,1,1112.2,32.2,50.0,16.9,0,0,0,5
Rabi,2007,Groundnut,Kalaburagi,0.05005366823170203,2746.746358,7023.02,6.67,100.0,17.0,115.7,1.26,0,336.9,18.7,146.4,27.7,0,0,0,9
Zaid,2007,Groundnut,Kalaburagi,0.12368027182638582,2750.064783,6381.63,6.77,100.0,35.1,163.2,1.76,0,306.1,35.6,130.6,38.3,0,0,0,6
Kharif,2007,Groundnut,Kodagu,0.1435138379778112,2749.397541,6376.51,7.28,100.0,21.9,135.1,1.94,0,670.1,26.7,123.6,21.0,0,0,0,13
Rabi,2007,Groundnut,Kodagu,0.08363741179776536,2933.55649,8310.68,5.95,100.0,26.1,102.8,1.57,1,351.2,17.6,106.7,19.2,0,0,0,9
Zaid,2007,Groundnut,Kodagu,0.13399551324062772,2690.349457,6985.75,6.49,121.0,31.8,113.2,1.04,1,319.9,30.8,55.7,25.3,0,0,0,18
Kharif,2007,Groundnut,Kolar,0.25155843654150484,2514.49418,7402.88,5.75,141.5,39.7,121.5,1.36,0,951.4,26.7,95.8,31.8,0,0,0,8
Rabi,2007,Groundnut,Kolar,0.09167183864259035,2779.500861,6658.02,6.69,100.0,25.1,115.2,1.46,0,450.2,22.9,96.9,17.2,1,0,0,15
Zaid,2007,Groundnut,Kolar,0.06767232363883582,2773.976848,7321.69,6.9,123.8,28.2,80.0,1.91,0,307.6,34.8,50.0,12.5,0,0,0,6
Kharif,2007,Groundnut,Koppal,0.05864366232758569,2864.799016,8041.31,6.65,100.0,16.1,109.9,1.83,0,1024.1,27.3,110.6,30.3,0,0,0,4
Rabi,2007,Groundnut,Koppal,0.2273410342299392,2671.84596,7617.27,6.47,121.5,38.7,124.6,1.41,0,257.2,24.9,121.1,25.8,1,0,0,12
Zaid,2007,Groundnut,Koppal,0.0680020073633612,2706.077717,7596.08,6.72,100.0,14.7,150.5,1.95,0,274.0,29.6,50.0,23.2,1,0,0,12
Kharif,2007,Groundnut,Mandya,0.067831940380542,2879.663361,7973.26,6.61,100.0,35.9,80.0,2.1,0,1258.5,30.6,103.7,16.9,0,0,0,1
Rabi,2007,Groundnut,Mandya,0.15652767261482833,2690.062053,6133.99,5.92,100.0,35.7,147.4,1.81,0,346.8,26.9,77.7,27.9,1,0,0,20
Zaid,2007,Groundnut,Mandya,0.19559942057983404,2668.094565,7216.7,6.74,109.4,33.4,170.4,1.41,0,258.1,27.4,137.5,23.2,1,0,0,4
Kharif,2007,Groundnut,Mysuru,0.04780709781341555,2749.612951,6863.53,6.08,100.0,16.6,114.6,1.89,0,982.8,30.3,115.5,25.3,0,0,0,11
Rabi,2007,Groundnut,Mysuru,0.1511094172622296,2819.672715,8193.65,7.11,133.5,20.8,187.2,0.98,0,402.9,19.3,92.2,23.6,0,0,0,10
Zaid,2007,Groundnut,Mysuru,0.09251268656624372,2629.796413,6126.46,6.58,135.4,37.3,91.9,2.07,0,266.2,31.6,70.3,37.4,1,0,0,1
Kharif,2007,Groundnut,Raichur,0.11701229025876246,2816.622459,8142.31,6.61,113.7,36.3,92.1,1.86,1,913.1,21.7,127.7,30.8,0,0,0,4
Rabi,2007,Groundnut,Raichur,0.142380689710644,2852.247616,8497.76,6.4,100.0,35.2,159.0,1.34,0,277.8,19.5,116.9,43.0,0,0,0,1
Zaid,2007,Groundnut,Raichur,0.16704193936917192,2612.321196,6708.36,6.52,105.9,44.0,127.2,1.37,1,219.6,31.3,90.7,44.7,0,0,0,6
Kharif,2007,Groundnut,Ramanagara,0.13137131569448626,2817.034918,9036.0,5.77,100.0,27.2,135.5,1.34,0,981.6,27.3,135.5,21.6,0,0,0,4
Rabi,2007,Groundnut,Ramanagara,0.1362073802042745,2545.781126,6833.83,6.62,100.0,24.2,130.5,1.59,0,615.0,19.1,116.6,1.3,1,0,0,12
Zaid,2007,Groundnut,Ramanagara,0.09182317077068951,2637.706957,8048.04,7.04,115.9,31.2,102.0,1.25,0,208.7,34.5,88.8,38.5,0,0,0,1
Kharif,2007,Groundnut,Shivamogga,0.06571141251985477,2570.628443,7679.66,6.01,100.0,14.4,118.8,1.49,1,878.8,28.3,174.0,17.6,1,0,0,3
Rabi,2007,Groundnut,Shivamogga,0.13964127887216254,2645.02947,7908.58,7.84,193.5,25.6,85.3,1.3,1,423.0,18.0,135.1,51.2,0,0,0,16
Zaid,2007,Groundnut,Shivamogga,0.09463154514006494,2926.920217,7517.42,5.82,100.0,29.5,113.0,1.36,1,306.9,34.8,122.2,30.8,1,0,0,10
Kharif,2007,Groundnut,Tumakuru,0.16057637785268536,2762.883852,9193.35,6.56,100.0,23.9,140.7,1.57,0,1004.9,25.7,160.8,49.6,1,0,0,14
Rabi,2007,Groundnut,Tumakuru,0.14392931986113144,2658.962649,6484.49,6.29,141.4,28.8,114.3,1.46,0,427.6,27.5,107.4,36.2,1,0,0,4
Zaid,2007,Groundnut,Tumakuru,0.08324896375187192,2984.309891,7945.61,6.68,100.0,23.1,92.2,1.42,1,380.7,27.0,82.8,23.3,1,0,0,7
Kharif,2007,Groundnut,Udupi,0.07588214307209747,2959.052459,8190.25,5.87,116.9,19.6,118.2,1.63,0,1265.3,30.0,124.8,10.8,1,0,0,12
Rabi,2007,Groundnut,Udupi,0.3427871931551329,2736.067682,6504.4,7.13,190.5,36.1,161.1,1.44,0,566.5,17.8,117.9,0.9,0,0,0,6
Zaid,2007,Groundnut,Udupi,0.2524104382043799,2558.812391,7042.67,7.25,164.3,46.5,116.2,1.59,0,360.7,29.2,85.6,25.4,0,0,0,8
Kharif,2007,Groundnut,Uttara Kannada,0.11564188797666759,2627.294918,7324.12,6.08,139.6,22.4,118.3,1.53,1,937.4,29.6,101.1,15.8,1,0,0,5
Rabi,2007,Groundnut,Uttara Kannada,0.10947206968946584,2805.657152,8096.32,6.55,100.0,37.0,98.8,1.83,0,471.6,19.6,141.2,13.4,1,0,0,1
Zaid,2007,Groundnut,Uttara Kannada,0.0883636422488749,2808.736957,7218.59,6.44,108.0,23.1,128.6,1.59,1,284.5,32.1,70.4,13.1,0,0,0,5
Kharif,2007,Groundnut,Yadgir,0.08603182842191588,2638.947623,7155.98,5.82,116.2,24.1,122.3,1.03,0,993.8,28.9,128.1,1.6,0,0,0,1
Rabi,2007,Groundnut,Yadgir,0.07455599710629246,2646.425166,7297.17,5.36,100.0,29.7,103.4,1.73,0,334.9,19.9,89.6,11.9,1,0,0,8
Zaid,2007,Groundnut,Yadgir,0.08054200910588412,2640.895,7841.59,6.3,119.6,25.8,80.0,1.74,1,347.9,35.0,153.3,0.0,0,0,0,7
Kharif,2007,Groundnut,Vijayanagara,0.10755769910679595,2701.125164,7489.63,6.61,144.4,15.1,110.1,1.95,1,789.0,27.8,50.0,18.5,0,0,0,1
Rabi,2007,Groundnut,Vijayanagara,0.11946471955078015,2674.09245,6647.16,6.62,141.6,28.5,100.8,1.93,0,460.6,15.0,80.0,22.2,1,0,0,9
Zaid,2007,Groundnut,Vijayanagara,0.13573566149045144,2946.362065,7716.73,6.94,150.4,26.6,131.4,1.79,0,336.4,32.4,108.3,12.3,0,0,0,10
Kharif,2007,Barley,Bagalkot,0.08437429202614823,2574.740246,7314.52,7.32,150.9,35.5,169.8,1.32,0,650.1,22.6,74.8,9.9,0,0,0,7
Rabi,2007,Barley,Bagalkot,0.08144540880760426,2790.761391,6998.04,7.12,233.4,20.7,197.7,1.44,0,389.8,21.0,114.9,42.1,0,0,0,8
Zaid,2007,Barley,Bagalkot,0.12459938405670648,2704.134348,6946.9,6.3,178.0,37.6,145.7,1.76,0,360.5,28.3,136.3,12.5,0,0,0,8
Kharif,2007,Barley,Ballari,0.0869144174082858,2873.513279,7582.93,6.91,254.2,27.8,132.0,1.38,0,761.9,23.9,114.5,5.6,1,0,0,4
Rabi,2007,Barley,Ballari,0.0790415532495198,2815.00457,7459.11,7.45,259.2,24.1,167.7,1.72,0,305.5,22.0,128.4,31.2,0,0,0,1
Zaid,2007,Barley,Ballari,0.12314216982112532,2699.715,7060.59,6.67,191.3,32.5,176.4,1.48,1,342.4,32.4,61.4,19.9,1,0,0,11
Kharif,2007,Barley,Belagavi,0.05759084204046103,2960.208852,7613.8,6.7,131.9,20.7,146.1,2.05,1,895.4,24.6,79.5,15.0,0,0,0,8
Rabi,2007,Barley,Belagavi,0.07854733399790118,2746.593709,7174.27,6.02,180.3,19.9,216.5,1.56,1,266.8,24.8,79.9,4.7,1,0,0,1
Zaid,2007,Barley,Belagavi,0.10809695054386832,2943.702283,7731.15,6.18,179.3,26.4,167.7,1.98,1,328.1,27.3,91.6,7.2,1,0,0,5
Kharif,2007,Barley,Bengaluru Rural,0.09373499679872664,2698.914426,6676.28,6.59,189.9,25.3,116.0,1.31,1,1313.5,24.9,94.5,31.5,1,0,0,6
Rabi,2007,Barley,Bengaluru Rural,0.11625974885116304,2692.884238,6991.52,5.97,185.6,42.0,148.3,1.63,1,467.1,17.6,115.4,21.6,0,0,0,7
Zaid,2007,Barley,Bengaluru Rural,0.03134615976943552,2684.814348,7670.0,6.04,156.7,20.8,80.0,1.8,1,345.0,30.2,135.1,43.2,1,0,0,1
Kharif,2007,Barley,Bengaluru Urban,0.05300751851743364,2901.607295,9027.85,6.38,191.7,25.3,113.0,1.68,0,664.1,33.0,74.3,0.0,1,0,0,1
Rabi,2007,Barley,Bengaluru Urban,0.06827094615057087,2678.334702,6478.87,6.45,190.5,39.5,100.2,1.71,0,525.9,15.7,133.4,48.4,0,0,0,14
Zaid,2007,Barley,Bengaluru Urban,0.05206910351356116,2735.907174,7176.08,6.03,224.5,15.4,163.7,1.08,0,402.0,31.7,147.4,27.7,0,0,0,5
Kharif,2007,Barley,Bidar,0.21099500567624518,2653.79623,7038.13,6.33,195.7,33.3,191.7,1.71,0,1193.4,31.0,100.8,35.2,0,0,0,5
Rabi,2007,Barley,Bidar,0.08990333637886304,2584.23755,7071.89,6.27,190.7,31.3,155.4,1.67,0,278.0,18.5,165.9,33.9,0,0,0,8
Zaid,2007,Barley,Bidar,0.10443630769393,2596.20087,7721.05,6.47,247.0,22.6,177.4,1.57,0,368.1,36.5,132.2,41.9,0,0,0,7
Kharif,2007,Barley,Chamarajanagar,0.09485920561576201,2742.477951,7217.36,6.8,314.9,17.4,163.0,1.73,0,796.3,34.0,85.3,42.0,1,0,0,10
Rabi,2007,Barley,Chamarajanagar,0.05463706020160709,2717.977616,7205.5,6.16,221.6,21.9,123.6,1.4,0,421.3,21.0,168.5,34.4,1,0,0,7
Zaid,2007,Barley,Chamarajanagar,0.08819190404465749,2633.243913,6230.36,6.2,260.7,22.2,133.8,1.76,1,411.5,28.6,149.9,3.5,1,0,0,1
Kharif,2007,Barley,Chikkaballapur,0.17187828235840047,2755.844836,7942.67,6.19,230.8,35.3,120.8,1.02,0,1190.0,25.1,120.2,41.3,1,0,0,3
Rabi,2007,Barley,Chikkaballapur,0.07467717493751407,2639.846689,6569.52,6.83,223.6,27.8,132.7,1.44,0,400.6,17.9,98.6,15.7,0,0,0,13
Zaid,2007,Barley,Chikkaballapur,0.10597775414228262,2581.187065,7000.54,6.15,209.0,41.0,140.8,1.64,0,325.2,31.8,75.3,33.3,0,0,0,1
Kharif,2007,Barley,Chikkamagaluru,0.059813303902676765,2740.780574,6833.09,6.71,251.0,17.9,169.5,1.36,0,720.7,33.3,127.0,26.2,0,0,0,2
Rabi,2007,Barley,Chikkamagaluru,0.0421246172926688,2630.930993,8112.42,5.85,144.8,18.0,160.7,1.54,0,462.4,23.0,86.2,31.9,0,0,0,6
Zaid,2007,Barley,Chikkamagaluru,0.09221978178407378,2809.307065,7812.0,6.57,206.5,28.8,164.2,1.03,0,415.8,33.2,104.9,12.0,0,0,0,5
Kharif,2007,Barley,Chitradurga,0.10861845971822313,2742.580164,7467.54,6.46,238.7,15.7,122.0,1.32,1,1159.7,29.8,150.9,38.8,0,0,0,10
Rabi,2007,Barley,Chitradurga,0.061073615693916464,2770.622517,7439.09,6.03,206.9,34.1,89.6,1.34,1,477.7,15.0,165.6,6.9,1,0,0,3
Zaid,2007,Barley,Chitradurga,0.09327811289486655,2974.770217,8262.09,6.9,229.3,15.5,165.9,1.81,1,328.4,28.6,136.8,33.4,0,0,0,20
Kharif,2007,Barley,Dakshina Kannada,0.1465034227993629,2794.258607,7958.95,7.19,222.6,21.7,144.2,1.82,0,1110.1,27.9,87.5,55.3,1,0,0,8
Rabi,2007,Barley,Dakshina Kannada,0.039383734518518794,2990.036093,8452.11,5.98,175.6,19.0,140.0,1.65,0,390.8,16.9,73.6,25.5,0,0,0,1
Zaid,2007,Barley,Dakshina Kannada,0.05859657810824021,2909.800652,9349.07,6.51,159.0,17.1,155.2,2.0,1,318.0,34.8,112.9,30.8,0,0,0,10
Kharif,2007,Barley,Davanagere,0.22907025660718122,2874.566148,8061.01,6.31,264.2,38.3,128.4,1.58,0,1055.2,26.7,83.1,0.0,1,0,0,4
Rabi,2007,Barley,Davanagere,0.06399184622050724,2881.41755,6611.16,5.38,258.3,28.6,115.0,1.89,1,465.6,23.2,105.5,35.6,0,0,0,2
Zaid,2007,Barley,Davanagere,0.12006811976297865,2711.639891,7828.11,6.77,212.7,38.9,146.7,2.05,0,323.0,32.4,138.1,23.3,0,0,0,6
Kharif,2007,Barley,Dharwad,0.1039217227497375,2847.388197,8491.42,5.92,193.8,25.6,136.7,1.58,0,939.2,26.1,88.4,38.4,1,0,0,4
Rabi,2007,Barley,Dharwad,0.06513197342324875,2821.158543,8097.62,5.53,155.9,25.1,157.0,1.74,1,568.6,21.9,161.6,41.0,1,0,0,7
Zaid,2007,Barley,Dharwad,0.05407117271189878,2563.393696,7189.33,7.07,206.8,23.8,114.8,1.45,1,274.1,36.2,75.6,35.4,0,0,0,1
Kharif,2007,Barley,Gadag,0.19144292671846314,2763.933279,8656.11,6.9,246.4,33.8,149.9,1.97,1,764.4,30.9,104.2,42.1,1,0,0,8
Rabi,2007,Barley,Gadag,0.08804389863698019,2809.630993,7762.0,5.53,232.8,25.0,184.7,1.34,0,517.3,19.5,92.3,39.5,0,0,0,3
Zaid,2007,Barley,Gadag,0.02519503667867277,2782.877826,7488.06,6.52,166.2,10.0,175.6,1.38,0,258.8,33.1,122.3,25.1,1,0,0,2
Kharif,2007,Barley,Hassan,0.0935389374921418,2808.555656,8084.22,5.45,185.3,22.6,181.7,1.21,1,929.3,35.4,70.5,28.1,1,0,0,2
Rabi,2007,Barley,Hassan,0.07785171535203883,2590.398013,5986.1,6.79,204.0,26.0,151.2,1.83,1,451.9,15.0,82.0,9.6,0,0,0,11
Zaid,2007,Barley,Hassan,0.07380158510226557,3013.703043,7808.56,6.9,184.9,19.5,181.5,1.75,0,200.0,27.5,128.6,13.3,1,0,0,3
Kharif,2007,Barley,Haveri,0.04496654376903286,2950.547213,7499.62,5.99,237.6,11.9,139.1,1.81,0,978.3,22.3,65.4,15.8,0,0,0,6
